"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"97","link","post_page_889307941125736","889307941125736_1311273695595823","https://www.facebook.com/889307941125736/posts/1311273695595823","The Republican nominee for president is enthusiastically supported by the KKK’s official newspaper.   Here s what you can do about it: IWillVote.com","https://external.xx.fbcdn.net/safe_image.php?d=AQCdbjU0zzIqIHk5&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F05-Oct%2Fdjt-kkk-endorsement%2Fdjt-kkk-endorsement-feed-fb-share.jpg&cfs=1&sx=377&sy=0&sw=627&sh=627&_nc_hash=AQBMpvHM1eJ1MKMt","https://external.xx.fbcdn.net/safe_image.php?d=AQAewam56Al-TTy3&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F05-Oct%2Fdjt-kkk-endorsement%2Fdjt-kkk-endorsement-feed-fb-share.jpg&_nc_hash=AQB3dKJY8m9TlSGv","http://hrc.io/2ffWPSg","hrc.io","2016-11-03T14:53:25+0000",1478184805,"2016-11-03 15:53:25",10851,10529,17609,5584,33722,"Hillary Clinton"
"98","video","post_page_889307941125736","889307941125736_1310629525660240","https://www.facebook.com/889307941125736/posts/1310629525660240"," I m casting my vote early for Hillary Clinton  and I urge you to vote early for Hillary  too.  —Michelle Obama","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14900040_1310632295659963_5698014647815241728_n.jpg?oh=344ef5ae5394f0cf4bb6ebd63d3f0356&oe=5AD53CC3","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14900040_1310632295659963_5698014647815241728_n.jpg?oh=0eda5bbd7ff0eaf7258d8d5620e792ce&oe=5AD478E1","https://www.facebook.com/hillaryclinton/videos/1310629525660240/","facebook.com","2016-11-03T12:00:00+0000",1478174400,"2016-11-03 13:00:00",57717,12609,65559,12410,90578,"Hillary Clinton"
"99","photo","post_page_889307941125736","889307941125736_1310624855660707","https://www.facebook.com/889307941125736/posts/1310624855660707","Más de 10 millones de personas ya han votado en esta elección. Encuentra en dónde puedes votar temprano aquí: VoyaVotar2016.com","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14900542_1310624855660707_326392292381525390_n.jpg?oh=aaeeabe8de1108ecddbba30b0885d6b8&oe=5AA70669","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14900542_1310624855660707_326392292381525390_n.jpg?oh=9ae1c20ce7a615455b869586db9fa632&oe=5A93F296","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1310624855660707/?type=3","facebook.com","2016-11-03T04:35:01+0000",1478147701,"2016-11-03 05:35:01",14666,9019,16411,896,26326,"Hillary Clinton"
"100","link","post_page_889307941125736","889307941125736_1310619265661266","https://www.facebook.com/889307941125736/posts/1310619265661266","Sign up for the chance to join Hillary on election night in NYC—and bring a guest! We ll take care of the details: hrc.io/2efDE8P","https://external.xx.fbcdn.net/safe_image.php?d=AQAxVE2EI6j8fFoU&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Funiform%2Fuploads%2Fbackground_image%2Ffile%2F3535%2FElection-Night-LandingPage.jpg&cfs=1&sx=45&sy=0&sw=930&sh=930&_nc_hash=AQAPyHac66jjx0dK","https://external.xx.fbcdn.net/safe_image.php?d=AQAkWZShMJJfLO20&url=https%3A%2F%2Fm.hrc.onl%2Funiform%2Fuploads%2Fbackground_image%2Ffile%2F3535%2FElection-Night-LandingPage.jpg&_nc_hash=AQAwurtqmZKVQywJ","http://hrc.io/2efDE8P","hrc.io","2016-11-03T04:16:46+0000",1478146606,"2016-11-03 05:16:46",16463,6024,18376,944,25344,"Hillary Clinton"
"101","video","post_page_889307941125736","889307941125736_1310539592335900","https://www.facebook.com/889307941125736/posts/1310539592335900","6 days until the most important election of our lifetimes. hillaryclinton.com/makeaplan  Join Hillary live in Arizona →","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14767860_1310608702328989_7248564490973741056_n.jpg?oh=fbce5b7be690fd6f1460a7b9d0bf0081&oe=5AD1E02B","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14767860_1310608702328989_7248564490973741056_n.jpg?oh=45dfa99d967ea589c56386548796f56f&oe=5A998509","https://www.facebook.com/hillaryclinton/videos/1310539592335900/","facebook.com","2016-11-03T03:14:35+0000",1478142875,"2016-11-03 04:14:35",78039,117250,116576,9787,243613,"Hillary Clinton"
"102","link","post_page_889307941125736","889307941125736_1310440422345817","https://www.facebook.com/889307941125736/posts/1310440422345817"," I can say with confidence there has never been a man or a woman—not Bill  not me—more qualified than Hillary Clinton to serve as president of the United States of America.  —President Obama   On this team? Make a plan to vote: hrc.io/2efnZGH","https://external.xx.fbcdn.net/safe_image.php?d=AQCg1aDdEFHqOQjc&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F12-tools%2Fpotus-share-fb.png&cfs=1&sx=371&sy=0&sw=627&sh=627&_nc_hash=AQC7WNjC-0KafjX8","https://external.xx.fbcdn.net/safe_image.php?d=AQDRygSeZgXGvqkv&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F12-tools%2Fpotus-share-fb.png&_nc_hash=AQBuMpcDHqU3Gac0","http://hrc.io/2efnZGH","hrc.io","2016-11-03T01:56:54+0000",1478138214,"2016-11-03 02:56:54",35958,9384,40158,3331,52873,"Hillary Clinton"
"103","video","post_page_889307941125736","889307941125736_1310224979034028","https://www.facebook.com/889307941125736/posts/1310224979034028","“I know it sometimes seems a little odd for someone running for president to say we need more love and kindness in America. But I’m telling you from the bottom of my heart  we do. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926369_1310227762367083_595410818028273664_n.jpg?oh=3f0b05935b168ad4fad7f36626f495a3&oe=5A8E2E93","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926369_1310227762367083_595410818028273664_n.jpg?oh=ea42e4b1ff3186386e9e31bd012b8226&oe=5A935D29","https://www.facebook.com/hillaryclinton/videos/1310224979034028/","facebook.com","2016-11-02T23:34:58+0000",1478129698,"2016-11-03 00:34:58",49979,13399,60003,12815,86217,"Hillary Clinton"
"104","link","post_page_889307941125736","889307941125736_1310096082380251","https://www.facebook.com/889307941125736/posts/1310096082380251","Trump  doesn’t look at us as full human beings  with our dreams and our purposes  our own capabilities. ","https://external.xx.fbcdn.net/safe_image.php?d=AQCAz4o7isLX63NO&w=130&h=130&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F06-Nov%2F04-hrc-rally%2Fhrc-rally-feed-fb-share.jpg&cfs=1&sx=332&sy=0&sw=627&sh=627&_nc_hash=AQAq06tgHGAzrZlp","https://external.xx.fbcdn.net/safe_image.php?d=AQCMWaMh9bpDkzHl&url=https%3A%2F%2Fm.hrc.onl%2Fsecretary%2F05-feed%2F06-Nov%2F04-hrc-rally%2Fhrc-rally-feed-fb-share.jpg&_nc_hash=AQDo6rkmQ5qDoVAW","http://hrc.io/2eW7nI2","hrc.io","2016-11-02T22:36:02+0000",1478126162,"2016-11-02 23:36:02",35923,12021,39916,2941,54878,"Hillary Clinton"
"105","video","post_page_889307941125736","889307941125736_1309824979074028","https://www.facebook.com/889307941125736/posts/1309824979074028"," I ve been bullied for being Muslim. ... It hurts  you know.   This is the Trump Effect:","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14467295_1309826735740519_1410245347636150272_n.jpg?oh=e58ba9a678bcae5f879e48ca14195cc7&oe=5A9EAD4D","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14467295_1309826735740519_1410245347636150272_n.jpg?oh=a4483ff2e919a321613feefb1722f62b&oe=5A99FA6F","https://www.facebook.com/hillaryclinton/videos/1309824979074028/","facebook.com","2016-11-02T20:19:33+0000",1478117973,"2016-11-02 21:19:33",19937,10424,29293,12006,51723,"Hillary Clinton"
"106","video","post_page_889307941125736","889307941125736_1309730645750128","https://www.facebook.com/889307941125736/posts/1309730645750128","Cuando 27 millones de personas están fuertes  nadie puede decirles que no pertenecen a este país. hillaryclinton.com/planparavotar","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926588_1309745785748614_8006830100815282176_n.jpg?oh=2e0b44789d0e20629b70a34443e2e8b4&oe=5AA50EFA","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926588_1309745785748614_8006830100815282176_n.jpg?oh=1fd61e641c8ed0ca4f693639276589e4&oe=5A8F20D8","https://www.facebook.com/hillaryclinton/videos/1309730645750128/","facebook.com","2016-11-02T19:22:32+0000",1478114552,"2016-11-02 20:22:32",12272,5269,13898,1826,20993,"Hillary Clinton"
"107","photo","post_page_889307941125736","889307941125736_1309604815762711","https://www.facebook.com/889307941125736/posts/1309604815762711","Our choice is between the most experienced  qualified candidate in decades—and a man who once started a Twitter war with Cher. hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14956542_1309604815762711_3779504970687320500_n.jpg?oh=3576c61f56b6d23056eeecabbc412eaa&oe=5AD44668","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14956542_1309604815762711_3779504970687320500_n.jpg?oh=d014bfee61ba64bcbf3009d61af343e0&oe=5AA8277D","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1309604815762711/?type=3","facebook.com","2016-11-02T18:13:33+0000",1478110413,"2016-11-02 19:13:33",124046,14151,136265,18222,168638,"Hillary Clinton"
"108","video","post_page_889307941125736","889307941125736_1309377972452062","https://www.facebook.com/889307941125736/posts/1309377972452062","Thanks  Louis C.K.—but I prefer  Madam  Tough Mother.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14926178_1281693588556187_1122505409505001472_n.jpg?oh=e6ceb164b4e59916c68eb564a4701721&oe=5A8D17F8","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14926178_1281693588556187_1122505409505001472_n.jpg?oh=01d6bf667966623dd560ec4388d4a87b&oe=5A99B3DA","https://www.facebook.com/teamcoco/videos/1281683415223871/","facebook.com","2016-11-02T15:52:48+0000",1478101968,"2016-11-02 16:52:48",54312,9860,71030,1,80891,"Hillary Clinton"
"109","video","post_page_889307941125736","889307941125736_1309197902470069","https://www.facebook.com/889307941125736/posts/1309197902470069","When you re 27 million strong  no one can tell you that you don t belong. hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14768662_1309205535802639_3526832671651004416_n.jpg?oh=b0e0896cd6802059274e5013e6fcc838&oe=5AA851BF","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14768662_1309205535802639_3526832671651004416_n.jpg?oh=ee6e7f55f1e6e2b73685747eebaf3030&oe=5AA0449D","https://www.facebook.com/hillaryclinton/videos/1309197902470069/","facebook.com","2016-11-02T13:52:16+0000",1478094736,"2016-11-02 14:52:16",17542,8369,20022,2627,31018,"Hillary Clinton"
"110","photo","post_page_889307941125736","889307941125736_1308545195868673","https://www.facebook.com/889307941125736/posts/1308545195868673","Debemos asegurar que Donald Trump nunca pueda implementar su intolerante plan migratorio: voyavotar2016.com","https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14572437_1308545195868673_2127482823827950512_n.png?oh=9d352c7f3dff2d2c68d65afde972522e&oe=5A9C2D90","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14572437_1308545195868673_2127482823827950512_n.png?oh=240b90eda6685478ebb7d2cd4ab959d1&oe=5AD65E85","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1308545195868673/?type=3","facebook.com","2016-11-02T12:00:01+0000",1478088001,"2016-11-02 13:00:01",5782,6911,7052,1260,15223,"Hillary Clinton"
"111","status","post_page_889307941125736","889307941125736_1308543899202136","https://www.facebook.com/889307941125736/posts/1308543899202136","A note from Hillary for America Campaign Manager Robby Mook. If you re with Hillary  donate now: hrc.io/2ec2HcJ   As of this morning  the Washington Post-ABC News tracking poll has us down one point. As of yesterday  Trump s odds of winning had climbed to above 1-in-4  per Nate Silver s projections. And he seems to be making up ground in Florida  according to a whole slew of polls. The truth is that Trump has a real  viable path to 270 electoral votes.  We have a very small window of time left to try to deploy resources to our battleground states that it will take to guarantee a win. So I’m asking you: Can you be one of the people we need on Facebook to step up and chip in to our GOTV Fund today to try to make sure we prove this poll an outlier come Tuesday?  This is the most consequential election in our lifetimes. Even a dollar today shows that you re fighting for Hillary: hrc.io/2ec2HcJ  Thanks  Robby ","","","","","2016-11-02T03:30:00+0000",1478057400,"2016-11-02 04:30:00",7817,13101,9452,909,23462,"Hillary Clinton"
"112","photo","post_page_889307941125736","889307941125736_1308311039225422","https://www.facebook.com/889307941125736/posts/1308311039225422","More people will early vote in 2016 than ever before. Join them: hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14955827_1308311039225422_7791461708272730152_n.png?oh=c6277bfb881ab3e289fc39c2de2cf5a1&oe=5A8B299C","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14955827_1308311039225422_7791461708272730152_n.png?oh=0f01281b8d82755c17767e6efd2a15cb&oe=5AD40089","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1308311039225422/?type=3","facebook.com","2016-11-02T02:00:01+0000",1478052001,"2016-11-02 03:00:01",12960,8516,14175,1977,24668,"Hillary Clinton"
"113","link","post_page_889307941125736","889307941125736_1308344462555413","https://www.facebook.com/889307941125736/posts/1308344462555413","Hillary Clinton shared BeBe Winans s post.","https://external.xx.fbcdn.net/safe_image.php?d=AQD54XhvbJ-Wwgl4&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FuvwePumAz9E%2Fmaxresdefault.jpg&cfs=1&_nc_hash=AQDdoXtVyDa6PS2e","https://external.xx.fbcdn.net/safe_image.php?d=AQA4vRR8dkjc8XJa&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FuvwePumAz9E%2Fmaxresdefault.jpg&_nc_hash=AQClswxdk96n58jC","https://youtu.be/uvwePumAz9E","youtu.be","2016-11-02T01:30:00+0000",1478050200,"2016-11-02 02:30:00",5171,5125,6011,1,11137,"Hillary Clinton"
"114","video","post_page_889307941125736","889307941125736_1308308372559022","https://www.facebook.com/889307941125736/posts/1308308372559022","Be like Joe Biden:  Always make a plan. hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14900275_1308309655892227_5079086671933210624_n.jpg?oh=bb6f1bf85bee5d66f4757c05b42ba9c1&oe=5AD77FFF","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14900275_1308309655892227_5079086671933210624_n.jpg?oh=6b7502252d3928f6099c241444b4f6d4&oe=5A8E41DD","https://www.facebook.com/hillaryclinton/videos/1308308372559022/","facebook.com","2016-11-02T00:30:00+0000",1478046600,"2016-11-02 01:30:00",34816,9048,42738,24346,76132,"Hillary Clinton"
"115","photo","post_page_889307941125736","889307941125736_1308204619236064","https://www.facebook.com/889307941125736/posts/1308204619236064"," Today  on average  Latinas still make 54 cents for every dollar a white man makes. That’s just totally unacceptable. As president  I’ll fight to pass the Paycheck Fairness Act to provide women the tools they need to fight wage discrimination. I’ll work to raise the minimum wage  because two-thirds of hourly wage workers are women  many of whom have to try to support their families on far too little. And I’ll promote pay transparency across our economy so that women have the information they need to negotiate fairly. This is a justice issue  an economic issue  and a family issue that needs to be addressed.   —Hillary Clinton on equal pay.","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14639788_1308204619236064_45558216779066907_n.png?oh=37837c6de3a2d8e28c1d87b2f5f3e89c&oe=5AA4A586","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/14918822_1308204619236064_45558216779066907_o.png?oh=0b50375534ca97fa6dacbd880ae1928e&oe=5A8B21B2","https://www.facebook.com/hillaryclinton/photos/a.889773484412515.1073741828.889307941125736/1308204619236064/?type=3","facebook.com","2016-11-01T22:31:23+0000",1478039483,"2016-11-01 23:31:23",9353,7470,10889,1443,19802,"Hillary Clinton"
"116","link","post_page_889307941125736","889307941125736_1307959855927207","https://www.facebook.com/889307941125736/posts/1307959855927207","Election Day is in one week—and once it s over  it can t be redone. Is everyone you know voting? RT this. hillaryclinton.com/makeaplan","https://scontent.xx.fbcdn.net/v/t45.1600-4/p130x130/14547117_23842530315050273_11268847428435968_n.png?oh=edafe6f68b83be7bab2dd17dcd318633&oe=5AA7D5D3","https://scontent.xx.fbcdn.net/v/t45.1600-4/c12.12.1200.1200/p1225x1225/14547117_23842530315050273_11268847428435968_n.png?oh=dca9fe38f30e8bcc5ead9fc3287905f7&oe=5A948A39","https://media.giphy.com/media/3o7TKt7vNr4b3P0sJq/source.gif","media.giphy.com","2016-11-01T21:00:38+0000",1478034038,"2016-11-01 22:00:38",7849,5260,8720,1506,15486,"Hillary Clinton"
"117","video","post_page_889307941125736","889307941125736_1307771352612724","https://www.facebook.com/889307941125736/posts/1307771352612724","One week to go.  Watch Hillary talk about what s at stake for women in this election on the trail in Florida ↓","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14602085_1307921342597725_4679839392703971328_n.jpg?oh=0d3a907aa480c2d4d2caa15029a6a25e&oe=5A93E915","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14602085_1307921342597725_4679839392703971328_n.jpg?oh=555c4cc4284d8bdf4213a79a65b63536&oe=5A8FFF37","https://www.facebook.com/hillaryclinton/videos/1307771352612724/","facebook.com","2016-11-01T19:41:13+0000",1478029273,"2016-11-01 20:41:13",60897,112439,96264,9382,218085,"Hillary Clinton"
